{02029F5B-3C32-4D2C-A9D4-F817CF626E83}	USGS WRD Node	5394	approved	http://water.usgs.gov/GIS/metadata/usgswrd/XML/	<?xml version="1.0" encoding="UTF-8"?><protocol type="WAF" flags="5"><username>115-236-63-184-131-86-231-206</username><password>121-117-14-219-211-246-251-111-146-46-38-207-2-122</password></protocol>	waf	BiWeekly	mierardi
{0B39B3FD-BA83-42AE-AACC-3B3C4ACB1094}	Oregon Department of Environmental Quality	306	approved	http://www.ecy.wa.gov/pnwdx/	<?xml version="1.0" encoding="UTF-8"?><protocol type="WAF" flags="5"><username></username><password></password></protocol>	WAF	BiWeekly	ccude
{1E2B635F-B5C2-4341-94D6-D7CEAE68C642}	http://mapserver.gsfc.nasa.gov/gcmd-open/tstevens/FGDC/	8043	approved	http://mapserver.gsfc.nasa.gov/gcmd-open/tstevens/FGDC/	<?xml version="1.0" encoding="UTF-8"?><protocol type="WAF" flags="7"><username></username><password></password></protocol>	waf	BiWeekly	tstevens1979
{2EC25C42-D9DF-47A1-8603-F3E8C468098F}	Kansas Data Access and Support Center	503	approved	http://mongo.kgs.ku.edu/dascweb/docs/catalog/metadata/	<?xml version="1.0" encoding="UTF-8"?><protocol type="WAF" flags="5"><username></username><password></password></protocol>	WAF	BiWeekly	knelson
{58A84059-F0F9-40CA-872B-D09CA969B9AB}	VT Center for Geographic Information, Inc.	655	approved	http://www.vcgi.org/metadata/	<?xml version="1.0" encoding="UTF-8"?><protocol type="WAF" flags="5"><username></username><password></password></protocol>	WAF	BiWeekly	sharpie
{6F5C8196-104A-486E-BF3C-B33FA46C511C}	Spatial Data Sets Available on the WRD NSDI Node	5625	approved	http://water.usgs.gov/GIS/metadata/usgswrd/XML	<?xml version="1.0" encoding="UTF-8"?><protocol type="WAF" flags="5"><username></username><password></password></protocol>	waf	BiWeekly	lanfear
{74FA3A53-BCF9-4D18-8911-70408F8A76CC}	NC OneMap CSW	308	posted	http://data.nconemap.com/geoportal/csw?Request=GetCapabilities&Service=CSW&Version=2.0.2	<?xml version="1.0" encoding="UTF-8"?><protocol type="CSW" flags="15"><profile>urn:ogc:CSW:2.0.2:HTTP:OGCCORE:ESRI:GPT</profile></protocol>	csw	BiWeekly	cgia
{88832859-54A9-452A-B729-09B9F2D885C5}	Pennsylvania Spatial Data Access	1711	approved	nsdi.psie.psu.edu	<?xml version="1.0" encoding="UTF-8"?><protocol type="Z3950" flags="5"><port>210</port><database>pasda</database><type>XML</type></protocol>	Z3950	BiWeekly	cxp7
{8B506FBD-BB2E-4A22-B114-5333DA5DBB14}	Indiana Geographic Information Council, Inc.	482	disapproved	http://in-ulib-clark.ads.iu.edu/	<?xml version="1.0" encoding="UTF-8"?><protocol type="ArcIms" flags="5"><username></username><password></password><service>Metadata</service><port>80</port><rootfolder></rootfolder></protocol>	ArcIms	BiWeekly	jsaligoe
{A931088D-9220-4A7E-9EEA-0011ADEF94C3}	Geological Survey of Alabama	1831	approved	http://portal.gsa.state.al.us	<?xml version="1.0" encoding="UTF-8"?><protocol type="ArcIms" flags="5"><username></username><password></password><service>TOOLKIT_Browse_Metadata</service><port>80</port><rootfolder></rootfolder></protocol>	arcims	BiWeekly	ppatterson
